sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2022,Jan,18,20:00
AZURA-EDO IPP (GAS),260.0,2.0,2022,Jan,18,20:00
DELTA (GAS),450.0,9.0,2022,Jan,18,20:00
EGBIN (STEAM),327.0,2.0,2022,Jan,18,20:00
GEREGU (GAS),399.0,3.0,2022,Jan,18,20:00
GEREGU NIPP (GAS),91.0,1.0,2022,Jan,18,20:00
JEBBA (HYDRO),346.0,4.0,2022,Jan,18,20:00
KAINJI (HYDRO),357.0,4.0,2022,Jan,18,20:00
ODUKPANI NIPP (GAS),300.5,3.0,2022,Jan,18,20:00
OLORUNSOGO (GAS),75.8,3.0,2022,Jan,18,20:00
OMOKU (GAS),52.8,3.0,2022,Jan,18,20:00
OMOTOSHO (GAS),140.7,5.0,2022,Jan,18,20:00
PARAS ENERGY (GAS),47.6,8.0,2022,Jan,18,20:00
RIVERS IPP (GAS),140.0,1.0,2022,Jan,18,20:00
SAPELE (STEAM),51.0,1.0,2022,Jan,18,20:00
SHIRORO (HYDRO),431.0,3.0,2022,Jan,18,20:00
TRANS-AMADI (GAS),92.7,4.0,2022,Jan,18,20:00
