unit,num,sector,year,month,day,hour
4,0.00,AFAM VI (GAS/STEAM),2018,Feb,2,21:00
4,624.00,EGBIN (STEAM),2018,Feb,2,21:00
1,111.00,GEREGU NIPP (GAS),2018,Feb,2,21:00
1,92.00,IHOVBOR NIPP (GAS),2018,Feb,2,21:00
6,198.40,OLORUNSOGO (GAS),2018,Feb,2,21:00
2,218.20,OMOTOSHO NIPP (GAS),2018,Feb,2,21:00
9,68.60,PARAS ENERGY (GAS),2018,Feb,2,21:00
4,204.00,SHIRORO (HYDRO),2018,Feb,2,21:00
