sector,num,unit,year,month,day,hour
AZURA-EDO IPP (GAS),95.0,1.0,2021,Apr,1,20:45
GEREGU (GAS),412.0,3.0,2021,Apr,1,20:45
ODUKPANI NIPP (GAS),430.3,4.0,2021,Apr,1,20:45
OLORUNSOGO (GAS),91.2,1.0,2021,Apr,1,20:45
OLORUNSOGO NIPP (GAS),110.1,1.0,2021,Apr,1,20:45
OMOKU (GAS),38.3,2.0,2021,Apr,1,20:45
OMOTOSHO (GAS),96.0,3.0,2021,Apr,1,20:45
OMOTOSHO NIPP (GAS),110.2,1.0,2021,Apr,1,20:45
PARAS ENERGY (GAS),52.1,1.0,2021,Apr,1,20:45
RIVERS IPP (GAS),20.0,1.0,2021,Apr,1,20:45
SAPELE (STEAM),49.0,1.0,2021,Apr,1,20:45
SHIRORO (HYDRO),281.0,2.0,2021,Apr,1,20:45
TRANS-AMADI (GAS),81.2,4.0,2021,Apr,1,20:45
