sector,num,unit,year,month,day,hour
AZURA-EDO IPP (GAS),349.0,3.0,2021,Mar,3,17:00
DELTA (GAS),348.0,8.0,2021,Mar,3,17:00
EGBIN (STEAM),980.0,5.0,2021,Mar,3,17:00
GEREGU (GAS),294.0,3.0,2021,Mar,3,17:00
GEREGU NIPP (GAS),90.0,1.0,2021,Mar,3,17:00
JEBBA (HYDRO),271.0,3.0,2021,Mar,3,17:00
KAINJI (HYDRO),318.0,4.0,2021,Mar,3,17:00
ODUKPANI NIPP (GAS),310.4,3.0,2021,Mar,3,17:00
OLORUNSOGO (GAS),185.3,6.0,2021,Mar,3,17:00
OLORUNSOGO NIPP (GAS),90.9,1.0,2021,Mar,3,17:00
OMOKU (GAS),35.5,2.0,2021,Mar,3,17:00
OMOTOSHO (GAS),146.6,5.0,2021,Mar,3,17:00
OMOTOSHO NIPP (GAS),105.7,1.0,2021,Mar,3,17:00
PARAS ENERGY (GAS),51.9,8.0,2021,Mar,3,17:00
RIVERS IPP (GAS),80.0,1.0,2021,Mar,3,17:00
SAPELE (STEAM),44.0,1.0,2021,Mar,3,17:00
SHIRORO (HYDRO),205.0,2.0,2021,Mar,3,17:00
