sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),60.0,1.0,2020,Oct,10,05:00
AFAM VI (GAS/STEAM),325.0,4.0,2020,Oct,10,05:00
AZURA-EDO IPP (GAS),375.0,3.0,2020,Oct,10,05:00
DELTA (GAS),250.0,9.0,2020,Oct,10,05:00
EGBIN (STEAM),446.0,4.0,2020,Oct,10,05:00
GEREGU (GAS),120.0,2.0,2020,Oct,10,05:00
GEREGU NIPP (GAS),0.0,1.0,2020,Oct,10,05:00
JEBBA (HYDRO),242.0,4.0,2020,Oct,10,05:00
KAINJI (HYDRO),242.0,4.0,2020,Oct,10,05:00
ODUKPANI NIPP (GAS),157.3,2.0,2020,Oct,10,05:00
OLORUNSOGO (GAS),136.2,5.0,2020,Oct,10,05:00
OMOTOSHO (GAS),130.8,5.0,2020,Oct,10,05:00
PARAS ENERGY (GAS),46.8,8.0,2020,Oct,10,05:00
SAPELE (STEAM),30.0,1.0,2020,Oct,10,05:00
SHIRORO (HYDRO),360.0,4.0,2020,Oct,10,05:00
TRANS-AMADI (GAS),46.2,4.0,2020,Oct,10,05:00
