sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2021,Feb,19,20:45
AZURA-EDO IPP (GAS),431.0,3.0,2021,Feb,19,20:45
EGBIN (STEAM),1023.0,5.0,2021,Feb,19,20:45
GEREGU NIPP (GAS),136.0,1.0,2021,Feb,19,20:45
JEBBA (HYDRO),455.0,5.0,2021,Feb,19,20:45
ODUKPANI NIPP (GAS),245.9,3.0,2021,Feb,19,20:45
OLORUNSOGO (GAS),132.1,1.0,2021,Feb,19,20:45
OMOTOSHO (GAS),63.7,2.0,2021,Feb,19,20:45
OMOTOSHO NIPP (GAS),112.9,1.0,2021,Feb,19,20:45
PARAS ENERGY (GAS),55.2,1.0,2021,Feb,19,20:45
RIVERS IPP (GAS),157.0,1.0,2021,Feb,19,20:45
SAPELE (STEAM),54.0,1.0,2021,Feb,19,20:45
SHIRORO (HYDRO),423.0,3.0,2021,Feb,19,20:45
TRANS-AMADI (GAS),84.5,4.0,2021,Feb,19,20:45
