sector,num,unit,year,month,day,hour
ALAOJI NIPP (GAS),107.4,1.0,2022,May,31,16:00
AZURA-EDO IPP (GAS),285.0,3.0,2022,May,31,16:00
DELTA (GAS),360.0,8.0,2022,May,31,16:00
EGBIN (STEAM),281.0,2.0,2022,May,31,16:00
GEREGU (GAS),240.0,2.0,2022,May,31,16:00
GEREGU NIPP (GAS),90.0,1.0,2022,May,31,16:00
IHOVBOR NIPP (GAS),81.4,1.0,2022,May,31,16:00
JEBBA (HYDRO),254.0,3.0,2022,May,31,16:00
KAINJI (HYDRO),213.0,4.0,2022,May,31,16:00
ODUKPANI NIPP (GAS),204.4,2.0,2022,May,31,16:00
OLORUNSOGO NIPP (GAS),85.1,1.0,2022,May,31,16:00
OMOTOSHO (GAS),94.5,3.0,2022,May,31,16:00
PARAS ENERGY (GAS),44.0,7.0,2022,May,31,16:00
RIVERS IPP (GAS),155.0,1.0,2022,May,31,16:00
SAPELE (STEAM),54.0,1.0,2022,May,31,16:00
SAPELE NIPP (GAS),102.5,1.0,2022,May,31,16:00
SHIRORO (HYDRO),116.0,2.0,2022,May,31,16:00
