sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),45.0,1.0,2020,Apr,10,11:00
AFAM VI (GAS/STEAM),257.0,4.0,2020,Apr,10,11:00
ALAOJI NIPP (GAS),107.5,1.0,2020,Apr,10,11:00
AZURA-EDO IPP (GAS),352.0,3.0,2020,Apr,10,11:00
DELTA (GAS),296.0,8.0,2020,Apr,10,11:00
EGBIN (STEAM),609.0,4.0,2020,Apr,10,11:00
GEREGU (GAS),217.0,2.0,2020,Apr,10,11:00
GEREGU NIPP (GAS),100.0,1.0,2020,Apr,10,11:00
JEBBA (HYDRO),190.0,2.0,2020,Apr,10,11:00
KAINJI (HYDRO),362.0,4.0,2020,Apr,10,11:00
ODUKPANI NIPP (GAS),207.3,2.0,2020,Apr,10,11:00
OLORUNSOGO NIPP (GAS),112.4,1.0,2020,Apr,10,11:00
OMOKU (GAS),100.9,5.0,2020,Apr,10,11:00
OMOTOSHO (GAS),125.1,4.0,2020,Apr,10,11:00
OMOTOSHO NIPP (GAS),108.3,1.0,2020,Apr,10,11:00
PARAS ENERGY (GAS),58.8,8.0,2020,Apr,10,11:00
RIVERS IPP (GAS),50.0,1.0,2020,Apr,10,11:00
TRANS-AMADI (GAS),83.0,4.0,2020,Apr,10,11:00
