sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),60.0,2.0,2020,Mar,16,14:00
AFAM VI (GAS/STEAM),372.0,4.0,2020,Mar,16,14:00
ALAOJI NIPP (GAS),104.5,1.0,2020,Mar,16,14:00
AZURA-EDO IPP (GAS),400.0,3.0,2020,Mar,16,14:00
DELTA (GAS),262.0,7.0,2020,Mar,16,14:00
EGBIN (STEAM),713.0,4.0,2020,Mar,16,14:00
GEREGU NIPP (GAS),100.0,1.0,2020,Mar,16,14:00
JEBBA (HYDRO),270.0,3.0,2020,Mar,16,14:00
KAINJI (HYDRO),371.0,4.0,2020,Mar,16,14:00
ODUKPANI NIPP (GAS),301.3,3.0,2020,Mar,16,14:00
OLORUNSOGO (GAS),110.9,4.0,2020,Mar,16,14:00
OMOTOSHO (GAS),90.2,3.0,2020,Mar,16,14:00
PARAS ENERGY (GAS),92.7,11.0,2020,Mar,16,14:00
RIVERS IPP (GAS),140.0,1.0,2020,Mar,16,14:00
SAPELE (STEAM),57.6,2.0,2020,Mar,16,14:00
SHIRORO (HYDRO),436.0,3.0,2020,Mar,16,14:00
TRANS-AMADI (GAS),76.7,4.0,2020,Mar,16,14:00
