sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),30.0,1.0,2020,Jun,1,06:00
AZURA-EDO IPP (GAS),393.0,3.0,2020,Jun,1,06:00
DELTA (GAS),301.0,9.0,2020,Jun,1,06:00
EGBIN (STEAM),641.0,4.0,2020,Jun,1,06:00
GEREGU NIPP (GAS),80.0,1.0,2020,Jun,1,06:00
IBOM POWER (GAS),72.6,1.0,2020,Jun,1,06:00
JEBBA (HYDRO),228.0,3.0,2020,Jun,1,06:00
KAINJI (HYDRO),205.0,3.0,2020,Jun,1,06:00
ODUKPANI NIPP (GAS),398.5,4.0,2020,Jun,1,06:00
OMOKU (GAS),36.6,3.0,2020,Jun,1,06:00
OMOTOSHO (GAS),123.0,4.0,2020,Jun,1,06:00
OMOTOSHO NIPP (GAS),79.9,1.0,2020,Jun,1,06:00
PARAS ENERGY (GAS),53.2,8.0,2020,Jun,1,06:00
RIVERS IPP (GAS),90.0,1.0,2020,Jun,1,06:00
SAPELE (STEAM),36.0,1.0,2020,Jun,1,06:00
SHIRORO (HYDRO),115.0,2.0,2020,Jun,1,06:00
TRANS-AMADI (GAS),44.8,2.0,2020,Jun,1,06:00
