sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),45.0,1.0,2020,Apr,10,12:00
AFAM VI (GAS/STEAM),250.0,4.0,2020,Apr,10,12:00
ALAOJI NIPP (GAS),107.1,1.0,2020,Apr,10,12:00
AZURA-EDO IPP (GAS),339.0,3.0,2020,Apr,10,12:00
DELTA (GAS),383.0,9.0,2020,Apr,10,12:00
EGBIN (STEAM),606.0,4.0,2020,Apr,10,12:00
GEREGU NIPP (GAS),100.0,1.0,2020,Apr,10,12:00
JEBBA (HYDRO),187.0,2.0,2020,Apr,10,12:00
KAINJI (HYDRO),349.0,4.0,2020,Apr,10,12:00
ODUKPANI NIPP (GAS),187.9,2.0,2020,Apr,10,12:00
OLORUNSOGO NIPP (GAS),110.7,1.0,2020,Apr,10,12:00
OMOKU (GAS),102.5,5.0,2020,Apr,10,12:00
OMOTOSHO (GAS),117.9,4.0,2020,Apr,10,12:00
OMOTOSHO NIPP (GAS),102.6,1.0,2020,Apr,10,12:00
PARAS ENERGY (GAS),58.8,8.0,2020,Apr,10,12:00
RIVERS IPP (GAS),60.0,1.0,2020,Apr,10,12:00
TRANS-AMADI (GAS),84.1,4.0,2020,Apr,10,12:00
