sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2022,Jan,15,19:00
AFAM VI (GAS/STEAM),373.0,4.0,2022,Jan,15,19:00
AZURA-EDO IPP (GAS),390.0,3.0,2022,Jan,15,19:00
EGBIN (STEAM),501.0,3.0,2022,Jan,15,19:00
GEREGU (GAS),388.0,3.0,2022,Jan,15,19:00
GEREGU NIPP (GAS),70.0,1.0,2022,Jan,15,19:00
JEBBA (HYDRO),431.0,5.0,2022,Jan,15,19:00
KAINJI (HYDRO),372.0,4.0,2022,Jan,15,19:00
ODUKPANI NIPP (GAS),202.6,2.0,2022,Jan,15,19:00
OLORUNSOGO (GAS),72.5,3.0,2022,Jan,15,19:00
OMOKU (GAS),51.6,3.0,2022,Jan,15,19:00
OMOTOSHO (GAS),63.5,2.0,2022,Jan,15,19:00
PARAS ENERGY (GAS),46.8,8.0,2022,Jan,15,19:00
RIVERS IPP (GAS),154.0,1.0,2022,Jan,15,19:00
SHIRORO (HYDRO),428.0,3.0,2022,Jan,15,19:00
TRANS-AMADI (GAS),91.2,4.0,2022,Jan,15,19:00
