unit,num,sector,year,month,day,hour
1,63.00,AFAM IV &amp; V (GAS),2018,Jan,2,04:00
4,544.00,EGBIN (STEAM),2018,Jan,2,04:00
1,85.00,GEREGU NIPP (GAS),2018,Jan,2,04:00
1,74.80,IHOVBOR NIPP (GAS),2018,Jan,2,04:00
1,96.00,OLORUNSOGO NIPP (GAS),2018,Jan,2,04:00
4,140.20,OMOTOSHO (GAS),2018,Jan,2,04:00
1,83.40,OMOTOSHO NIPP (GAS),2018,Jan,2,04:00
8,66.20,PARAS ENERGY (GAS),2018,Jan,2,04:00
