sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),115.0,2.0,2020,Aug,28,20:30
AZURA-EDO IPP (GAS),384.0,3.0,2020,Aug,28,20:30
EGBIN (STEAM),597.0,4.0,2020,Aug,28,20:30
GEREGU NIPP (GAS),140.0,1.0,2020,Aug,28,20:30
IBOM POWER (GAS),80.1,1.0,2020,Aug,28,20:30
IHOVBOR NIPP (GAS),110.2,1.0,2020,Aug,28,20:30
OMOKU (GAS),94.9,5.0,2020,Aug,28,20:30
OMOTOSHO (GAS),192.0,6.0,2020,Aug,28,20:30
OMOTOSHO NIPP (GAS),203.4,2.0,2020,Aug,28,20:30
RIVERS IPP (GAS),151.0,1.0,2020,Aug,28,20:30
SHIRORO (HYDRO),440.0,3.0,2020,Aug,28,20:30
