unit,num,sector,year,month,day,hour
4,0.00,AFAM VI (GAS/STEAM),2018,Feb,2,21:45
4,609.00,EGBIN (STEAM),2018,Feb,2,21:45
1,110.00,GEREGU NIPP (GAS),2018,Feb,2,21:45
1,90.60,IHOVBOR NIPP (GAS),2018,Feb,2,21:45
6,197.90,OLORUNSOGO (GAS),2018,Feb,2,21:45
2,218.90,OMOTOSHO NIPP (GAS),2018,Feb,2,21:45
4,204.00,SHIRORO (HYDRO),2018,Feb,2,21:45
