unit,num,sector,year,month,day,hour
4,0.00,AFAM VI (GAS/STEAM),2018,Feb,2,07:00
4,401.00,EGBIN (STEAM),2018,Feb,2,07:00
1,110.00,GEREGU NIPP (GAS),2018,Feb,2,07:00
1,88.30,IHOVBOR NIPP (GAS),2018,Feb,2,07:00
4,139.90,OMOTOSHO (GAS),2018,Feb,2,07:00
2,193.50,OMOTOSHO NIPP (GAS),2018,Feb,2,07:00
