sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2020,Apr,5,01:00
AFAM VI (GAS/STEAM),258.0,4.0,2020,Apr,5,01:00
ALAOJI NIPP (GAS),84.2,2.0,2020,Apr,5,01:00
AZURA-EDO IPP (GAS),349.0,3.0,2020,Apr,5,01:00
DELTA (GAS),307.0,9.0,2020,Apr,5,01:00
EGBIN (STEAM),581.0,4.0,2020,Apr,5,01:00
GEREGU (GAS),272.0,2.0,2020,Apr,5,01:00
GEREGU NIPP (GAS),110.0,1.0,2020,Apr,5,01:00
JEBBA (HYDRO),271.0,3.0,2020,Apr,5,01:00
OLORUNSOGO (GAS),90.1,3.0,2020,Apr,5,01:00
OLORUNSOGO NIPP (GAS),90.3,1.0,2020,Apr,5,01:00
OMOKU (GAS),81.2,5.0,2020,Apr,5,01:00
OMOTOSHO (GAS),91.5,3.0,2020,Apr,5,01:00
OMOTOSHO NIPP (GAS),106.5,1.0,2020,Apr,5,01:00
PARAS ENERGY (GAS),86.3,10.0,2020,Apr,5,01:00
RIVERS IPP (GAS),80.0,1.0,2020,Apr,5,01:00
SHIRORO (HYDRO),202.0,2.0,2020,Apr,5,01:00
TRANS-AMADI (GAS),60.6,4.0,2020,Apr,5,01:00
