sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2020,May,11,03:00
AFAM VI (GAS/STEAM),262.0,4.0,2020,May,11,03:00
ALAOJI NIPP (GAS),80.2,1.0,2020,May,11,03:00
AZURA-EDO IPP (GAS),403.0,3.0,2020,May,11,03:00
GEREGU (GAS),240.0,3.0,2020,May,11,03:00
GEREGU NIPP (GAS),80.0,1.0,2020,May,11,03:00
JEBBA (HYDRO),325.0,4.0,2020,May,11,03:00
KAINJI (HYDRO),182.0,4.0,2020,May,11,03:00
ODUKPANI NIPP (GAS),298.1,3.0,2020,May,11,03:00
OLORUNSOGO (GAS),99.9,3.0,2020,May,11,03:00
OMOKU (GAS),68.2,5.0,2020,May,11,03:00
OMOTOSHO (GAS),130.3,4.0,2020,May,11,03:00
OMOTOSHO NIPP (GAS),106.3,1.0,2020,May,11,03:00
PARAS ENERGY (GAS),54.0,8.0,2020,May,11,03:00
RIVERS IPP (GAS),105.0,1.0,2020,May,11,03:00
SAPELE (STEAM),61.5,2.0,2020,May,11,03:00
SHIRORO (HYDRO),103.0,2.0,2020,May,11,03:00
TRANS-AMADI (GAS),62.7,4.0,2020,May,11,03:00
