sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2021,Dec,3,23:00
AFAM VI (GAS/STEAM),285.0,4.0,2021,Dec,3,23:00
ALAOJI NIPP (GAS),83.3,1.0,2021,Dec,3,23:00
AZURA-EDO IPP (GAS),405.0,3.0,2021,Dec,3,23:00
DELTA (GAS),423.0,8.0,2021,Dec,3,23:00
EGBIN (STEAM),341.0,2.0,2021,Dec,3,23:00
GEREGU (GAS),401.0,3.0,2021,Dec,3,23:00
GEREGU NIPP (GAS),129.0,1.0,2021,Dec,3,23:00
IBOM POWER (GAS),30.3,1.0,2021,Dec,3,23:00
IHOVBOR NIPP (GAS),108.9,1.0,2021,Dec,3,23:00
JEBBA (HYDRO),434.0,5.0,2021,Dec,3,23:00
KAINJI (HYDRO),380.0,4.0,2021,Dec,3,23:00
ODUKPANI NIPP (GAS),298.3,3.0,2021,Dec,3,23:00
OLORUNSOGO (GAS),154.2,5.0,2021,Dec,3,23:00
OMOKU (GAS),52.1,3.0,2021,Dec,3,23:00
OMOTOSHO (GAS),116.8,4.0,2021,Dec,3,23:00
PARAS ENERGY (GAS),34.3,6.0,2021,Dec,3,23:00
RIVERS IPP (GAS),145.0,1.0,2021,Dec,3,23:00
