sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),84.0,2.0,2019,Feb,11,21:00
AFAM VI (GAS/STEAM),287.0,4.0,2019,Feb,11,21:00
DELTA (GAS),372.0,9.0,2019,Feb,11,21:00
IHOVBOR NIPP (GAS),89.2,1.0,2019,Feb,11,21:00
JEBBA (HYDRO),359.0,4.0,2019,Feb,11,21:00
KAINJI (HYDRO),387.0,4.0,2019,Feb,11,21:00
ODUKPANI NIPP (GAS),362.7,4.0,2019,Feb,11,21:00
OLORUNSOGO NIPP (GAS),107.3,1.0,2019,Feb,11,21:00
OMOKU (GAS),56.4,3.0,2019,Feb,11,21:00
OMOTOSHO (GAS),165.3,5.0,2019,Feb,11,21:00
OMOTOSHO NIPP (GAS),104.3,1.0,2019,Feb,11,21:00
PARAS ENERGY (GAS),65.6,8.0,2019,Feb,11,21:00
SAPELE (STEAM),50.0,1.0,2019,Feb,11,21:00
SHIRORO (HYDRO),344.0,4.0,2019,Feb,11,21:00
