sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),234.4,4.0,2019,May,30,09:00
DELTA (GAS),221.0,4.0,2019,May,30,09:00
EGBIN (STEAM),423.0,4.0,2019,May,30,09:00
GEREGU (GAS),240.0,3.0,2019,May,30,09:00
GEREGU NIPP (GAS),80.0,1.0,2019,May,30,09:00
IBOM POWER (GAS),87.3,1.0,2019,May,30,09:00
IHOVBOR NIPP (GAS),91.6,1.0,2019,May,30,09:00
JEBBA (HYDRO),166.0,2.0,2019,May,30,09:00
KAINJI (HYDRO),256.0,3.0,2019,May,30,09:00
ODUKPANI NIPP (GAS),186.2,2.0,2019,May,30,09:00
OLORUNSOGO (GAS),167.4,6.0,2019,May,30,09:00
OLORUNSOGO NIPP (GAS),80.8,1.0,2019,May,30,09:00
OMOTOSHO (GAS),151.5,5.0,2019,May,30,09:00
OMOTOSHO NIPP (GAS),101.1,1.0,2019,May,30,09:00
PARAS ENERGY (GAS),60.9,8.0,2019,May,30,09:00
RIVERS IPP (GAS),106.0,1.0,2019,May,30,09:00
SAPELE (STEAM),61.0,1.0,2019,May,30,09:00
SAPELE NIPP (GAS),84.7,1.0,2019,May,30,09:00
