sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),87.0,2.0,2019,Feb,11,20:00
AFAM VI (GAS/STEAM),292.0,4.0,2019,Feb,11,20:00
DELTA (GAS),364.0,9.0,2019,Feb,11,20:00
IBOM POWER (GAS),87.7,1.0,2019,Feb,11,20:00
IHOVBOR NIPP (GAS),91.6,1.0,2019,Feb,11,20:00
JEBBA (HYDRO),374.0,4.0,2019,Feb,11,20:00
KAINJI (HYDRO),399.0,4.0,2019,Feb,11,20:00
ODUKPANI NIPP (GAS),277.1,3.0,2019,Feb,11,20:00
OLORUNSOGO NIPP (GAS),106.3,1.0,2019,Feb,11,20:00
OMOKU (GAS),42.3,3.0,2019,Feb,11,20:00
OMOTOSHO (GAS),161.5,5.0,2019,Feb,11,20:00
OMOTOSHO NIPP (GAS),106.1,1.0,2019,Feb,11,20:00
PARAS ENERGY (GAS),64.8,8.0,2019,Feb,11,20:00
SAPELE (STEAM),49.0,1.0,2019,Feb,11,20:00
SHIRORO (HYDRO),281.0,4.0,2019,Feb,11,20:00
