sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),30.0,1.0,2020,Oct,5,03:00
AFAM VI (GAS/STEAM),238.0,4.0,2020,Oct,5,03:00
AZURA-EDO IPP (GAS),375.0,3.0,2020,Oct,5,03:00
DELTA (GAS),205.0,7.0,2020,Oct,5,03:00
EGBIN (STEAM),443.0,4.0,2020,Oct,5,03:00
GEREGU (GAS),170.0,2.0,2020,Oct,5,03:00
JEBBA (HYDRO),299.0,4.0,2020,Oct,5,03:00
KAINJI (HYDRO),263.0,4.0,2020,Oct,5,03:00
ODUKPANI NIPP (GAS),173.6,2.0,2020,Oct,5,03:00
OLORUNSOGO (GAS),125.5,5.0,2020,Oct,5,03:00
OMOKU (GAS),22.3,3.0,2020,Oct,5,03:00
OMOTOSHO (GAS),150.9,5.0,2020,Oct,5,03:00
OMOTOSHO NIPP (GAS),80.7,1.0,2020,Oct,5,03:00
PARAS ENERGY (GAS),49.2,8.0,2020,Oct,5,03:00
SHIRORO (HYDRO),389.0,3.0,2020,Oct,5,03:00
TRANS-AMADI (GAS),32.5,4.0,2020,Oct,5,03:00
