sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),60.0,2.0,2021,Jul,3,08:00
AZURA-EDO IPP (GAS),396.0,3.0,2021,Jul,3,08:00
DELTA (GAS),281.0,8.0,2021,Jul,3,08:00
EGBIN (STEAM),749.0,4.0,2021,Jul,3,08:00
GEREGU (GAS),182.0,2.0,2021,Jul,3,08:00
JEBBA (HYDRO),166.0,2.0,2021,Jul,3,08:00
KAINJI (HYDRO),196.0,3.0,2021,Jul,3,08:00
ODUKPANI NIPP (GAS),200.9,2.0,2021,Jul,3,08:00
OLORUNSOGO (GAS),62.8,2.0,2021,Jul,3,08:00
OMOKU (GAS),41.4,2.0,2021,Jul,3,08:00
OMOTOSHO (GAS),51.4,2.0,2021,Jul,3,08:00
PARAS ENERGY (GAS),45.2,8.0,2021,Jul,3,08:00
SAPELE (STEAM),44.0,1.0,2021,Jul,3,08:00
TRANS-AMADI (GAS),65.0,4.0,2021,Jul,3,08:00
