sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),80.0,2.0,2021,Aug,10,05:00
ALAOJI NIPP (GAS),98.2,1.0,2021,Aug,10,05:00
AZURA-EDO IPP (GAS),388.0,3.0,2021,Aug,10,05:00
EGBIN (STEAM),510.0,5.0,2021,Aug,10,05:00
GEREGU (GAS),160.0,2.0,2021,Aug,10,05:00
JEBBA (HYDRO),324.0,4.0,2021,Aug,10,05:00
KAINJI (HYDRO),194.0,3.0,2021,Aug,10,05:00
ODUKPANI NIPP (GAS),186.9,2.0,2021,Aug,10,05:00
OLORUNSOGO (GAS),151.3,5.0,2021,Aug,10,05:00
OMOKU (GAS),30.3,2.0,2021,Aug,10,05:00
OMOTOSHO (GAS),162.4,5.0,2021,Aug,10,05:00
PARAS ENERGY (GAS),50.0,8.0,2021,Aug,10,05:00
RIVERS IPP (GAS),80.0,1.0,2021,Aug,10,05:00
SAPELE (STEAM),43.0,1.0,2021,Aug,10,05:00
SAPELE NIPP (GAS),59.1,1.0,2021,Aug,10,05:00
TRANS-AMADI (GAS),41.5,4.0,2021,Aug,10,05:00
