sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),32.0,1.0,2019,Aug,25,06:00
AFAM VI (GAS/STEAM),220.0,4.0,2019,Aug,25,06:00
AZURA-EDO IPP (GAS),150.0,2.0,2019,Aug,25,06:00
DELTA (GAS),248.0,9.0,2019,Aug,25,06:00
EGBIN (STEAM),339.0,4.0,2019,Aug,25,06:00
GEREGU (GAS),160.0,2.0,2019,Aug,25,06:00
GEREGU NIPP (GAS),81.0,1.0,2019,Aug,25,06:00
IBOM POWER (GAS),70.2,1.0,2019,Aug,25,06:00
IHOVBOR NIPP (GAS),81.0,1.0,2019,Aug,25,06:00
JEBBA (HYDRO),299.0,4.0,2019,Aug,25,06:00
KAINJI (HYDRO),166.0,4.0,2019,Aug,25,06:00
ODUKPANI NIPP (GAS),176.5,2.0,2019,Aug,25,06:00
OLORUNSOGO (GAS),141.1,5.0,2019,Aug,25,06:00
OMOKU (GAS),49.8,3.0,2019,Aug,25,06:00
PARAS ENERGY (GAS),63.3,8.0,2019,Aug,25,06:00
SAPELE (STEAM),53.0,2.0,2019,Aug,25,06:00
SAPELE NIPP (GAS),72.9,1.0,2019,Aug,25,06:00
SHIRORO (HYDRO),410.0,4.0,2019,Aug,25,06:00
TRANS-AMADI (GAS),45.4,3.0,2019,Aug,25,06:00
