sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2019,Oct,21,20:00
AFAM VI (GAS/STEAM),140.0,4.0,2019,Oct,21,20:00
ALAOJI NIPP (GAS),113.8,1.0,2019,Oct,21,20:00
AZURA-EDO IPP (GAS),276.0,2.0,2019,Oct,21,20:00
EGBIN (STEAM),300.0,3.0,2019,Oct,21,20:00
GEREGU NIPP (GAS),135.0,1.0,2019,Oct,21,20:00
IBOM POWER (GAS),86.3,1.0,2019,Oct,21,20:00
IHOVBOR NIPP (GAS),108.8,1.0,2019,Oct,21,20:00
JEBBA (HYDRO),428.0,5.0,2019,Oct,21,20:00
KAINJI (HYDRO),394.0,4.0,2019,Oct,21,20:00
OLORUNSOGO (GAS),116.2,4.0,2019,Oct,21,20:00
OLORUNSOGO NIPP (GAS),108.8,1.0,2019,Oct,21,20:00
OMOKU (GAS),86.8,4.0,2019,Oct,21,20:00
OMOTOSHO (GAS),133.3,4.0,2019,Oct,21,20:00
OMOTOSHO NIPP (GAS),108.1,1.0,2019,Oct,21,20:00
PARAS ENERGY (GAS),58.2,7.0,2019,Oct,21,20:00
RIVERS IPP (GAS),156.0,1.0,2019,Oct,21,20:00
SAPELE (STEAM),53.0,1.0,2019,Oct,21,20:00
SAPELE NIPP (GAS),71.7,1.0,2019,Oct,21,20:00
TRANS-AMADI (GAS),43.1,2.0,2019,Oct,21,20:00
