sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),30.0,1.0,2020,Jun,14,15:00
AZURA-EDO IPP (GAS),375.0,3.0,2020,Jun,14,15:00
DELTA (GAS),325.0,8.0,2020,Jun,14,15:00
EGBIN (STEAM),487.0,4.0,2020,Jun,14,15:00
GEREGU NIPP (GAS),40.0,1.0,2020,Jun,14,15:00
JEBBA (HYDRO),168.0,2.0,2020,Jun,14,15:00
KAINJI (HYDRO),268.0,4.0,2020,Jun,14,15:00
ODUKPANI NIPP (GAS),374.7,4.0,2020,Jun,14,15:00
OLORUNSOGO (GAS),120.7,4.0,2020,Jun,14,15:00
OMOTOSHO (GAS),114.8,4.0,2020,Jun,14,15:00
PARAS ENERGY (GAS),50.0,8.0,2020,Jun,14,15:00
SHIRORO (HYDRO),112.0,2.0,2020,Jun,14,15:00
