sector,num,unit,year,month,day,hour
ALAOJI NIPP (GAS),99.1,1.0,2022,May,29,01:00
AZURA-EDO IPP (GAS),420.0,3.0,2022,May,29,01:00
DELTA (GAS),372.0,8.0,2022,May,29,01:00
EGBIN (STEAM),333.0,3.0,2022,May,29,01:00
GEREGU (GAS),276.0,2.0,2022,May,29,01:00
GEREGU NIPP (GAS),130.0,1.0,2022,May,29,01:00
IBOM POWER (GAS),25.1,1.0,2022,May,29,01:00
IHOVBOR NIPP (GAS),106.4,1.0,2022,May,29,01:00
JEBBA (HYDRO),255.0,3.0,2022,May,29,01:00
KAINJI (HYDRO),216.0,4.0,2022,May,29,01:00
ODUKPANI NIPP (GAS),217.3,2.0,2022,May,29,01:00
OMOKU (GAS),48.7,3.0,2022,May,29,01:00
OMOTOSHO (GAS),153.9,5.0,2022,May,29,01:00
OMOTOSHO NIPP (GAS),90.7,1.0,2022,May,29,01:00
PARAS ENERGY (GAS),44.9,7.0,2022,May,29,01:00
RIVERS IPP (GAS),161.0,1.0,2022,May,29,01:00
SAPELE (STEAM),53.0,1.0,2022,May,29,01:00
SAPELE NIPP (GAS),98.8,1.0,2022,May,29,01:00
SHIRORO (HYDRO),109.0,2.0,2022,May,29,01:00
