sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2021,Feb,10,20:45
AFAM VI (GAS/STEAM),262.0,4.0,2021,Feb,10,20:45
EGBIN (STEAM),980.0,5.0,2021,Feb,10,20:45
GEREGU (GAS),409.0,3.0,2021,Feb,10,20:45
GEREGU NIPP (GAS),135.0,1.0,2021,Feb,10,20:45
ODUKPANI NIPP (GAS),321.3,3.0,2021,Feb,10,20:45
OLORUNSOGO (GAS),95.9,1.0,2021,Feb,10,20:45
OMOKU (GAS),40.5,3.0,2021,Feb,10,20:45
OMOTOSHO (GAS),97.9,3.0,2021,Feb,10,20:45
OMOTOSHO NIPP (GAS),110.6,1.0,2021,Feb,10,20:45
PARAS ENERGY (GAS),53.7,1.0,2021,Feb,10,20:45
RIVERS IPP (GAS),161.0,1.0,2021,Feb,10,20:45
SHIRORO (HYDRO),428.0,3.0,2021,Feb,10,20:45
TRANS-AMADI (GAS),86.1,4.0,2021,Feb,10,20:45
