unit,num,sector,year,month,day,hour
1,60.00,AFAM IV &amp; V (GAS),2018,Jan,2,19:45
4,586.00,EGBIN (STEAM),2018,Jan,2,19:45
1,124.00,GEREGU NIPP (GAS),2018,Jan,2,19:45
1,97.40,IHOVBOR NIPP (GAS),2018,Jan,2,19:45
1,111.50,OLORUNSOGO NIPP (GAS),2018,Jan,2,19:45
5,161.90,OMOTOSHO (GAS),2018,Jan,2,19:45
1,102.50,OMOTOSHO NIPP (GAS),2018,Jan,2,19:45
