sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),390.0,4.0,2020,Sep,30,10:00
AZURA-EDO IPP (GAS),375.0,3.0,2020,Sep,30,10:00
DELTA (GAS),213.0,9.0,2020,Sep,30,10:00
EGBIN (STEAM),424.0,4.0,2020,Sep,30,10:00
GEREGU NIPP (GAS),80.0,1.0,2020,Sep,30,10:00
JEBBA (HYDRO),305.0,4.0,2020,Sep,30,10:00
KAINJI (HYDRO),272.0,4.0,2020,Sep,30,10:00
ODUKPANI NIPP (GAS),189.4,2.0,2020,Sep,30,10:00
OLORUNSOGO (GAS),141.2,5.0,2020,Sep,30,10:00
OMOKU (GAS),22.7,3.0,2020,Sep,30,10:00
OMOTOSHO (GAS),133.5,5.0,2020,Sep,30,10:00
PARAS ENERGY (GAS),50.8,8.0,2020,Sep,30,10:00
RIVERS IPP (GAS),80.0,1.0,2020,Sep,30,10:00
SAPELE (STEAM),30.0,1.0,2020,Sep,30,10:00
SHIRORO (HYDRO),380.0,3.0,2020,Sep,30,10:00
TRANS-AMADI (GAS),42.2,4.0,2020,Sep,30,10:00
