sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),49.0,1.0,2018,Nov,18,16:00
AFAM VI (GAS/STEAM),119.0,4.0,2018,Nov,18,16:00
IBOM POWER (GAS),94.8,1.0,2018,Nov,18,16:00
IHOVBOR NIPP (GAS),87.1,1.0,2018,Nov,18,16:00
JEBBA (HYDRO),444.0,5.0,2018,Nov,18,16:00
KAINJI (HYDRO),291.0,3.0,2018,Nov,18,16:00
OLORUNSOGO (GAS),118.9,4.0,2018,Nov,18,16:00
OMOTOSHO (GAS),120.8,4.0,2018,Nov,18,16:00
OMOTOSHO NIPP (GAS),95.0,1.0,2018,Nov,18,16:00
PARAS ENERGY (GAS),68.6,9.0,2018,Nov,18,16:00
RIVERS IPP (GAS),140.0,1.0,2018,Nov,18,16:00
SHIRORO (HYDRO),254.0,3.0,2018,Nov,18,16:00
