sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2020,Sep,26,19:00
ALAOJI NIPP (GAS),112.1,1.0,2020,Sep,26,19:00
AZURA-EDO IPP (GAS),420.0,3.0,2020,Sep,26,19:00
DELTA (GAS),326.0,9.0,2020,Sep,26,19:00
EGBIN (STEAM),453.0,3.0,2020,Sep,26,19:00
GEREGU (GAS),276.0,2.0,2020,Sep,26,19:00
GEREGU NIPP (GAS),139.0,1.0,2020,Sep,26,19:00
IHOVBOR NIPP (GAS),94.8,1.0,2020,Sep,26,19:00
JEBBA (HYDRO),298.0,4.0,2020,Sep,26,19:00
KAINJI (HYDRO),257.0,3.0,2020,Sep,26,19:00
OLORUNSOGO (GAS),162.7,5.0,2020,Sep,26,19:00
OMOKU (GAS),41.1,2.0,2020,Sep,26,19:00
OMOTOSHO (GAS),166.3,5.0,2020,Sep,26,19:00
PARAS ENERGY (GAS),53.2,8.0,2020,Sep,26,19:00
RIVERS IPP (GAS),150.0,1.0,2020,Sep,26,19:00
SAPELE (STEAM),31.0,1.0,2020,Sep,26,19:00
SHIRORO (HYDRO),430.0,3.0,2020,Sep,26,19:00
TRANS-AMADI (GAS),30.3,4.0,2020,Sep,26,19:00
