sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2022,Jul,2,17:00
AFAM VI (GAS/STEAM),0.0,4.0,2022,Jul,2,17:00
AZURA-EDO IPP (GAS),450.0,3.0,2022,Jul,2,17:00
DADINKOWA G.S (HYDRO),15.0,2.0,2022,Jul,2,17:00
DELTA (GAS),505.0,10.0,2022,Jul,2,17:00
EGBIN (STEAM),486.0,3.0,2022,Jul,2,17:00
GEREGU NIPP (GAS),100.0,1.0,2022,Jul,2,17:00
IBOM POWER (GAS),50.6,2.0,2022,Jul,2,17:00
JEBBA (HYDRO),170.0,2.0,2022,Jul,2,17:00
KAINJI (HYDRO),114.0,2.0,2022,Jul,2,17:00
ODUKPANI NIPP (GAS),217.2,2.0,2022,Jul,2,17:00
OKPAI (GAS/STEAM),139.0,3.0,2022,Jul,2,17:00
OLORUNSOGO (GAS),97.1,3.0,2022,Jul,2,17:00
OMOKU (GAS),51.8,3.0,2022,Jul,2,17:00
OMOTOSHO (GAS),95.5,3.0,2022,Jul,2,17:00
OMOTOSHO NIPP (GAS),215.5,3.0,2022,Jul,2,17:00
PARAS ENERGY (GAS),42.8,7.0,2022,Jul,2,17:00
RIVERS IPP (GAS),135.0,1.0,2022,Jul,2,17:00
SAPELE NIPP (GAS),104.2,1.0,2022,Jul,2,17:00
SHIRORO (HYDRO),263.0,2.0,2022,Jul,2,17:00
TRANS-AMADI (GAS),9.98,4.0,2022,Jul,2,17:00
