unit,num,sector,year,month,day,hour
4,0.00,AFAM VI (GAS/STEAM),2018,Feb,2,10:00
4,400.00,EGBIN (STEAM),2018,Feb,2,10:00
1,104.00,GEREGU NIPP (GAS),2018,Feb,2,10:00
1,91.10,IHOVBOR NIPP (GAS),2018,Feb,2,10:00
3,99.10,OLORUNSOGO (GAS),2018,Feb,2,10:00
8,68.60,PARAS ENERGY (GAS),2018,Feb,2,10:00
