sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),118.0,4.0,2019,Nov,7,10:00
ALAOJI NIPP (GAS),74.3,1.0,2019,Nov,7,10:00
AZURA-EDO IPP (GAS),75.0,1.0,2019,Nov,7,10:00
DELTA (GAS),227.0,8.0,2019,Nov,7,10:00
EGBIN (STEAM),371.0,3.0,2019,Nov,7,10:00
GEREGU (GAS),160.0,2.0,2019,Nov,7,10:00
GEREGU NIPP (GAS),203.0,2.0,2019,Nov,7,10:00
IHOVBOR NIPP (GAS),80.7,1.0,2019,Nov,7,10:00
JEBBA (HYDRO),452.0,5.0,2019,Nov,7,10:00
KAINJI (HYDRO),274.0,3.0,2019,Nov,7,10:00
ODUKPANI NIPP (GAS),180.3,2.0,2019,Nov,7,10:00
OLORUNSOGO (GAS),125.4,4.0,2019,Nov,7,10:00
OMOKU (GAS),82.1,4.0,2019,Nov,7,10:00
OMOTOSHO (GAS),96.8,3.0,2019,Nov,7,10:00
OMOTOSHO NIPP (GAS),99.5,1.0,2019,Nov,7,10:00
PARAS ENERGY (GAS),51.9,7.0,2019,Nov,7,10:00
RIVERS IPP (GAS),90.0,1.0,2019,Nov,7,10:00
SAPELE (STEAM),41.0,1.0,2019,Nov,7,10:00
SHIRORO (HYDRO),441.0,4.0,2019,Nov,7,10:00
TRANS-AMADI (GAS),62.7,3.0,2019,Nov,7,10:00
