sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2020,Jun,13,23:00
AZURA-EDO IPP (GAS),375.0,3.0,2020,Jun,13,23:00
DELTA (GAS),339.0,9.0,2020,Jun,13,23:00
GEREGU NIPP (GAS),80.0,1.0,2020,Jun,13,23:00
IBOM POWER (GAS),87.4,1.0,2020,Jun,13,23:00
KAINJI (HYDRO),241.0,4.0,2020,Jun,13,23:00
ODUKPANI NIPP (GAS),346.3,4.0,2020,Jun,13,23:00
OLORUNSOGO (GAS),114.4,4.0,2020,Jun,13,23:00
OMOTOSHO (GAS),109.2,4.0,2020,Jun,13,23:00
OMOTOSHO NIPP (GAS),91.5,1.0,2020,Jun,13,23:00
PARAS ENERGY (GAS),103.3,8.0,2020,Jun,13,23:00
RIVERS IPP (GAS),130.0,1.0,2020,Jun,13,23:00
SHIRORO (HYDRO),107.0,2.0,2020,Jun,13,23:00
TRANS-AMADI (GAS),88.8,4.0,2020,Jun,13,23:00
