sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),102.0,2.0,2022,Apr,22,14:00
AFAM VI (GAS/STEAM),140.0,4.0,2022,Apr,22,14:00
ALAOJI NIPP (GAS),104.5,1.0,2022,Apr,22,14:00
AZURA-EDO IPP (GAS),429.0,3.0,2022,Apr,22,14:00
DELTA (GAS),359.0,8.0,2022,Apr,22,14:00
GEREGU (GAS),404.0,3.0,2022,Apr,22,14:00
GEREGU NIPP (GAS),131.0,1.0,2022,Apr,22,14:00
IBOM POWER (GAS),25.5,1.0,2022,Apr,22,14:00
IHOVBOR NIPP (GAS),101.1,1.0,2022,Apr,22,14:00
JEBBA (HYDRO),251.0,3.0,2022,Apr,22,14:00
KAINJI (HYDRO),327.0,4.0,2022,Apr,22,14:00
OLORUNSOGO (GAS),194.4,6.0,2022,Apr,22,14:00
OLORUNSOGO NIPP (GAS),214.2,2.0,2022,Apr,22,14:00
OMOKU (GAS),44.9,3.0,2022,Apr,22,14:00
OMOTOSHO (GAS),123.1,4.0,2022,Apr,22,14:00
OMOTOSHO NIPP (GAS),102.7,1.0,2022,Apr,22,14:00
PARAS ENERGY (GAS),64.4,10.0,2022,Apr,22,14:00
RIVERS IPP (GAS),156.0,1.0,2022,Apr,22,14:00
SAPELE (STEAM),53.0,1.0,2022,Apr,22,14:00
SHIRORO (HYDRO),267.0,2.0,2022,Apr,22,14:00
TRANS-AMADI (GAS),87.3,4.0,2022,Apr,22,14:00
