sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),116.0,4.0,2019,Dec,27,17:00
ALAOJI NIPP (GAS),72.0,1.0,2019,Dec,27,17:00
AZURA-EDO IPP (GAS),150.0,2.0,2019,Dec,27,17:00
DELTA (GAS),249.0,7.0,2019,Dec,27,17:00
EGBIN (STEAM),509.0,4.0,2019,Dec,27,17:00
GEREGU (GAS),160.0,2.0,2019,Dec,27,17:00
IBOM POWER (GAS),58.1,1.0,2019,Dec,27,17:00
JEBBA (HYDRO),426.0,5.0,2019,Dec,27,17:00
KAINJI (HYDRO),329.0,4.0,2019,Dec,27,17:00
ODUKPANI NIPP (GAS),299.5,3.0,2019,Dec,27,17:00
OLORUNSOGO (GAS),127.9,4.0,2019,Dec,27,17:00
OMOTOSHO (GAS),101.9,4.0,2019,Dec,27,17:00
OMOTOSHO NIPP (GAS),80.5,1.0,2019,Dec,27,17:00
PARAS ENERGY (GAS),50.7,6.0,2019,Dec,27,17:00
RIVERS IPP (GAS),105.0,1.0,2019,Dec,27,17:00
SHIRORO (HYDRO),427.0,4.0,2019,Dec,27,17:00
