sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),30.0,1.0,2020,Apr,22,11:00
AFAM VI (GAS/STEAM),306.0,4.0,2020,Apr,22,11:00
ALAOJI NIPP (GAS),109.9,1.0,2020,Apr,22,11:00
AZURA-EDO IPP (GAS),431.0,3.0,2020,Apr,22,11:00
DELTA (GAS),307.0,8.0,2020,Apr,22,11:00
EGBIN (STEAM),550.0,4.0,2020,Apr,22,11:00
GEREGU (GAS),228.0,2.0,2020,Apr,22,11:00
GEREGU NIPP (GAS),80.0,1.0,2020,Apr,22,11:00
IBOM POWER (GAS),84.5,1.0,2020,Apr,22,11:00
JEBBA (HYDRO),190.0,2.0,2020,Apr,22,11:00
KAINJI (HYDRO),275.0,3.0,2020,Apr,22,11:00
ODUKPANI NIPP (GAS),212.8,2.0,2020,Apr,22,11:00
OLORUNSOGO (GAS),133.2,4.0,2020,Apr,22,11:00
OMOKU (GAS),51.2,5.0,2020,Apr,22,11:00
OMOTOSHO (GAS),120.5,4.0,2020,Apr,22,11:00
OMOTOSHO NIPP (GAS),107.5,1.0,2020,Apr,22,11:00
PARAS ENERGY (GAS),63.0,9.0,2020,Apr,22,11:00
RIVERS IPP (GAS),159.0,1.0,2020,Apr,22,11:00
SAPELE (STEAM),45.0,2.0,2020,Apr,22,11:00
SHIRORO (HYDRO),195.0,2.0,2020,Apr,22,11:00
TRANS-AMADI (GAS),42.5,4.0,2020,Apr,22,11:00
