sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2021,Feb,18,21:15
AZURA-EDO IPP (GAS),447.0,3.0,2021,Feb,18,21:15
EGBIN (STEAM),1024.0,5.0,2021,Feb,18,21:15
GEREGU (GAS),421.0,3.0,2021,Feb,18,21:15
GEREGU NIPP (GAS),141.0,1.0,2021,Feb,18,21:15
JEBBA (HYDRO),458.0,5.0,2021,Feb,18,21:15
OLORUNSOGO (GAS),131.4,1.0,2021,Feb,18,21:15
OMOKU (GAS),36.6,3.0,2021,Feb,18,21:15
PARAS ENERGY (GAS),54.5,1.0,2021,Feb,18,21:15
RIVERS IPP (GAS),163.0,1.0,2021,Feb,18,21:15
SAPELE (STEAM),55.0,1.0,2021,Feb,18,21:15
SHIRORO (HYDRO),438.0,3.0,2021,Feb,18,21:15
TRANS-AMADI (GAS),87.6,4.0,2021,Feb,18,21:15
