sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),45.0,1.0,2022,Mar,5,20:00
AFAM VI (GAS/STEAM),136.0,4.0,2022,Mar,5,20:00
ALAOJI NIPP (GAS),111.5,1.0,2022,Mar,5,20:00
AZURA-EDO IPP (GAS),412.0,3.0,2022,Mar,5,20:00
DELTA (GAS),315.0,8.0,2022,Mar,5,20:00
EGBIN (STEAM),698.0,4.0,2022,Mar,5,20:00
GEREGU (GAS),267.0,2.0,2022,Mar,5,20:00
IBOM POWER (GAS),25.5,1.0,2022,Mar,5,20:00
IHOVBOR NIPP (GAS),99.4,1.0,2022,Mar,5,20:00
JEBBA (HYDRO),404.0,5.0,2022,Mar,5,20:00
KAINJI (HYDRO),374.0,4.0,2022,Mar,5,20:00
OLORUNSOGO (GAS),84.1,3.0,2022,Mar,5,20:00
OMOKU (GAS),35.3,3.0,2022,Mar,5,20:00
OMOTOSHO (GAS),90.9,3.0,2022,Mar,5,20:00
OMOTOSHO NIPP (GAS),99.5,1.0,2022,Mar,5,20:00
PARAS ENERGY (GAS),62.9,9.0,2022,Mar,5,20:00
RIVERS IPP (GAS),153.0,1.0,2022,Mar,5,20:00
SAPELE (STEAM),42.0,1.0,2022,Mar,5,20:00
SAPELE NIPP (GAS),88.7,1.0,2022,Mar,5,20:00
SHIRORO (HYDRO),295.0,2.0,2022,Mar,5,20:00
TRANS-AMADI (GAS),90.8,4.0,2022,Mar,5,20:00
