sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),120.0,2.0,2021,Jul,22,21:00
ALAOJI NIPP (GAS),114.5,1.0,2021,Jul,22,21:00
AZURA-EDO IPP (GAS),399.0,3.0,2021,Jul,22,21:00
DELTA (GAS),442.0,9.0,2021,Jul,22,21:00
EGBIN (STEAM),804.0,4.0,2021,Jul,22,21:00
GEREGU (GAS),346.0,3.0,2021,Jul,22,21:00
GEREGU NIPP (GAS),208.0,2.0,2021,Jul,22,21:00
IBOM POWER (GAS),20.1,1.0,2021,Jul,22,21:00
JEBBA (HYDRO),332.0,4.0,2021,Jul,22,21:00
KAINJI (HYDRO),152.0,3.0,2021,Jul,22,21:00
ODUKPANI NIPP (GAS),201.8,2.0,2021,Jul,22,21:00
OLORUNSOGO (GAS),118.7,4.0,2021,Jul,22,21:00
OMOKU (GAS),41.7,2.0,2021,Jul,22,21:00
OMOTOSHO (GAS),110.5,3.0,2021,Jul,22,21:00
PARAS ENERGY (GAS),53.2,8.0,2021,Jul,22,21:00
RIVERS IPP (GAS),153.0,1.0,2021,Jul,22,21:00
SAPELE (STEAM),52.0,1.0,2021,Jul,22,21:00
SAPELE NIPP (GAS),90.1,1.0,2021,Jul,22,21:00
TRANS-AMADI (GAS),89.2,4.0,2021,Jul,22,21:00
