sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),30.0,1.0,2020,Jun,28,03:00
AZURA-EDO IPP (GAS),225.0,3.0,2020,Jun,28,03:00
DELTA (GAS),301.0,9.0,2020,Jun,28,03:00
EGBIN (STEAM),458.0,4.0,2020,Jun,28,03:00
GEREGU (GAS),160.0,2.0,2020,Jun,28,03:00
GEREGU NIPP (GAS),0.0,1.0,2020,Jun,28,03:00
IBOM POWER (GAS),66.3,1.0,2020,Jun,28,03:00
JEBBA (HYDRO),150.0,2.0,2020,Jun,28,03:00
KAINJI (HYDRO),166.0,3.0,2020,Jun,28,03:00
ODUKPANI NIPP (GAS),299.7,4.0,2020,Jun,28,03:00
OLORUNSOGO (GAS),143.5,5.0,2020,Jun,28,03:00
OMOTOSHO (GAS),133.9,5.0,2020,Jun,28,03:00
OMOTOSHO NIPP (GAS),87.9,1.0,2020,Jun,28,03:00
PARAS ENERGY (GAS),48.4,8.0,2020,Jun,28,03:00
RIVERS IPP (GAS),105.0,1.0,2020,Jun,28,03:00
SAPELE (STEAM),63.5,2.0,2020,Jun,28,03:00
SHIRORO (HYDRO),100.0,2.0,2020,Jun,28,03:00
TRANS-AMADI (GAS),50.1,4.0,2020,Jun,28,03:00
