sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),101.0,2.0,2019,Jun,19,15:00
AFAM VI (GAS/STEAM),286.0,4.0,2019,Jun,19,15:00
AZURA-EDO IPP (GAS),278.0,2.0,2019,Jun,19,15:00
DELTA (GAS),425.0,9.0,2019,Jun,19,15:00
EGBIN (STEAM),588.0,4.0,2019,Jun,19,15:00
GEREGU (GAS),136.0,1.0,2019,Jun,19,15:00
GEREGU NIPP (GAS),135.0,1.0,2019,Jun,19,15:00
IBOM POWER (GAS),90.3,1.0,2019,Jun,19,15:00
IHOVBOR NIPP (GAS),106.5,1.0,2019,Jun,19,15:00
JEBBA (HYDRO),327.0,4.0,2019,Jun,19,15:00
KAINJI (HYDRO),254.0,3.0,2019,Jun,19,15:00
ODUKPANI NIPP (GAS),300.3,3.0,2019,Jun,19,15:00
OLORUNSOGO (GAS),223.3,7.0,2019,Jun,19,15:00
OMOKU (GAS),57.0,3.0,2019,Jun,19,15:00
OMOTOSHO (GAS),190.6,6.0,2019,Jun,19,15:00
OMOTOSHO NIPP (GAS),108.0,1.0,2019,Jun,19,15:00
PARAS ENERGY (GAS),62.5,8.0,2019,Jun,19,15:00
RIVERS IPP (GAS),149.0,1.0,2019,Jun,19,15:00
SAPELE (STEAM),61.0,1.0,2019,Jun,19,15:00
SAPELE NIPP (GAS),86.4,1.0,2019,Jun,19,15:00
SHIRORO (HYDRO),118.0,4.0,2019,Jun,19,15:00
TRANS-AMADI (GAS),63.6,3.0,2019,Jun,19,15:00
