sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),48.0,1.0,2022,Jan,30,09:00
AFAM VI (GAS/STEAM),240.0,4.0,2022,Jan,30,09:00
AZURA-EDO IPP (GAS),266.0,2.0,2022,Jan,30,09:00
DELTA (GAS),454.0,9.0,2022,Jan,30,09:00
EGBIN (STEAM),545.0,3.0,2022,Jan,30,09:00
GEREGU (GAS),400.0,3.0,2022,Jan,30,09:00
JEBBA (HYDRO),320.0,4.0,2022,Jan,30,09:00
KAINJI (HYDRO),365.0,4.0,2022,Jan,30,09:00
ODUKPANI NIPP (GAS),405.7,4.0,2022,Jan,30,09:00
OLORUNSOGO (GAS),75.4,3.0,2022,Jan,30,09:00
OMOKU (GAS),51.7,3.0,2022,Jan,30,09:00
OMOTOSHO (GAS),97.5,3.0,2022,Jan,30,09:00
OMOTOSHO NIPP (GAS),105.3,1.0,2022,Jan,30,09:00
PARAS ENERGY (GAS),39.1,6.0,2022,Jan,30,09:00
RIVERS IPP (GAS),85.0,1.0,2022,Jan,30,09:00
SAPELE (STEAM),51.0,1.0,2022,Jan,30,09:00
SAPELE NIPP (GAS),89.0,1.0,2022,Jan,30,09:00
SHIRORO (HYDRO),110.0,2.0,2022,Jan,30,09:00
TRANS-AMADI (GAS),53.2,4.0,2022,Jan,30,09:00
