sector,num,unit,year,month,day,hour
AZURA-EDO IPP (GAS),375.0,3.0,2020,Aug,23,23:00
GEREGU (GAS),201.0,2.0,2020,Aug,23,23:00
GEREGU NIPP (GAS),118.0,1.0,2020,Aug,23,23:00
IBOM POWER (GAS),76.2,1.0,2020,Aug,23,23:00
JEBBA (HYDRO),300.0,4.0,2020,Aug,23,23:00
KAINJI (HYDRO),275.0,4.0,2020,Aug,23,23:00
OLORUNSOGO (GAS),168.3,6.0,2020,Aug,23,23:00
OMOTOSHO (GAS),177.1,6.0,2020,Aug,23,23:00
PARAS ENERGY (GAS),50.8,8.0,2020,Aug,23,23:00
RIVERS IPP (GAS),136.0,1.0,2020,Aug,23,23:00
SAPELE (STEAM),35.0,1.0,2020,Aug,23,23:00
SHIRORO (HYDRO),420.0,4.0,2020,Aug,23,23:00
