sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),40.0,1.0,2021,Dec,5,02:00
AFAM VI (GAS/STEAM),284.0,4.0,2021,Dec,5,02:00
ALAOJI NIPP (GAS),83.1,1.0,2021,Dec,5,02:00
AZURA-EDO IPP (GAS),408.0,3.0,2021,Dec,5,02:00
DELTA (GAS),190.0,7.0,2021,Dec,5,02:00
EGBIN (STEAM),531.0,3.0,2021,Dec,5,02:00
GEREGU (GAS),370.0,3.0,2021,Dec,5,02:00
GEREGU NIPP (GAS),126.0,1.0,2021,Dec,5,02:00
IBOM POWER (GAS),30.4,1.0,2021,Dec,5,02:00
IHOVBOR NIPP (GAS),85.1,1.0,2021,Dec,5,02:00
JEBBA (HYDRO),400.0,5.0,2021,Dec,5,02:00
KAINJI (HYDRO),380.0,4.0,2021,Dec,5,02:00
ODUKPANI NIPP (GAS),203.2,2.0,2021,Dec,5,02:00
OLORUNSOGO (GAS),153.3,5.0,2021,Dec,5,02:00
OMOKU (GAS),53.8,3.0,2021,Dec,5,02:00
OMOTOSHO (GAS),111.4,4.0,2021,Dec,5,02:00
OMOTOSHO NIPP (GAS),79.3,1.0,2021,Dec,5,02:00
PARAS ENERGY (GAS),35.5,6.0,2021,Dec,5,02:00
RIVERS IPP (GAS),80.0,1.0,2021,Dec,5,02:00
SHIRORO (HYDRO),260.0,3.0,2021,Dec,5,02:00
