sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),44.0,1.0,2022,Feb,28,13:00
AFAM VI (GAS/STEAM),125.0,4.0,2022,Feb,28,13:00
ALAOJI NIPP (GAS),172.2,2.0,2022,Feb,28,13:00
AZURA-EDO IPP (GAS),427.0,3.0,2022,Feb,28,13:00
DELTA (GAS),452.0,8.0,2022,Feb,28,13:00
EGBIN (STEAM),695.0,4.0,2022,Feb,28,13:00
IBOM POWER (GAS),25.0,1.0,2022,Feb,28,13:00
IHOVBOR NIPP (GAS),89.8,1.0,2022,Feb,28,13:00
JEBBA (HYDRO),331.0,4.0,2022,Feb,28,13:00
KAINJI (HYDRO),394.0,4.0,2022,Feb,28,13:00
ODUKPANI NIPP (GAS),200.3,2.0,2022,Feb,28,13:00
OLORUNSOGO (GAS),76.0,3.0,2022,Feb,28,13:00
OMOKU (GAS),41.6,3.0,2022,Feb,28,13:00
OMOTOSHO (GAS),64.4,2.0,2022,Feb,28,13:00
OMOTOSHO NIPP (GAS),100.4,1.0,2022,Feb,28,13:00
PARAS ENERGY (GAS),85.2,10.0,2022,Feb,28,13:00
RIVERS IPP (GAS),156.0,1.0,2022,Feb,28,13:00
SAPELE NIPP (GAS),91.4,1.0,2022,Feb,28,13:00
SHIRORO (HYDRO),300.0,2.0,2022,Feb,28,13:00
TRANS-AMADI (GAS),89.6,4.0,2022,Feb,28,13:00
