sector,num,unit,year,month,day,hour
AZURA-EDO IPP (GAS),200.0,2.0,2019,Nov,29,07:00
DELTA (GAS),308.0,8.0,2019,Nov,29,07:00
EGBIN (STEAM),504.0,4.0,2019,Nov,29,07:00
GEREGU (GAS),201.0,2.0,2019,Nov,29,07:00
GEREGU NIPP (GAS),160.0,2.0,2019,Nov,29,07:00
IHOVBOR NIPP (GAS),93.3,1.0,2019,Nov,29,07:00
KAINJI (HYDRO),331.0,4.0,2019,Nov,29,07:00
ODUKPANI NIPP (GAS),191.7,2.0,2019,Nov,29,07:00
OLORUNSOGO (GAS),167.3,5.0,2019,Nov,29,07:00
OMOKU (GAS),59.2,4.0,2019,Nov,29,07:00
OMOTOSHO (GAS),110.8,4.0,2019,Nov,29,07:00
PARAS ENERGY (GAS),35.3,4.0,2019,Nov,29,07:00
RIVERS IPP (GAS),80.0,1.0,2019,Nov,29,07:00
SAPELE (STEAM),35.0,1.0,2019,Nov,29,07:00
SAPELE NIPP (GAS),76.3,1.0,2019,Nov,29,07:00
SHIRORO (HYDRO),400.0,3.0,2019,Nov,29,07:00
