sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2021,Jun,9,08:00
AZURA-EDO IPP (GAS),432.0,3.0,2021,Jun,9,08:00
DELTA (GAS),427.0,9.0,2021,Jun,9,08:00
EGBIN (STEAM),944.0,5.0,2021,Jun,9,08:00
GEREGU (GAS),221.0,2.0,2021,Jun,9,08:00
JEBBA (HYDRO),169.0,2.0,2021,Jun,9,08:00
KAINJI (HYDRO),221.0,3.0,2021,Jun,9,08:00
ODUKPANI NIPP (GAS),325.7,3.0,2021,Jun,9,08:00
OLORUNSOGO (GAS),62.7,2.0,2021,Jun,9,08:00
OMOKU (GAS),39.9,2.0,2021,Jun,9,08:00
OMOTOSHO (GAS),51.5,2.0,2021,Jun,9,08:00
PARAS ENERGY (GAS),54.0,8.0,2021,Jun,9,08:00
SAPELE (STEAM),40.0,1.0,2021,Jun,9,08:00
TRANS-AMADI (GAS),68.2,3.0,2021,Jun,9,08:00
