sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),40.0,1.0,2020,Dec,13,01:00
AFAM VI (GAS/STEAM),394.0,4.0,2020,Dec,13,01:00
AZURA-EDO IPP (GAS),405.0,3.0,2020,Dec,13,01:00
DELTA (GAS),328.0,8.0,2020,Dec,13,01:00
EGBIN (STEAM),807.0,4.0,2020,Dec,13,01:00
GEREGU (GAS),160.0,2.0,2020,Dec,13,01:00
GEREGU NIPP (GAS),80.0,1.0,2020,Dec,13,01:00
IBOM POWER (GAS),75.6,1.0,2020,Dec,13,01:00
JEBBA (HYDRO),364.0,4.0,2020,Dec,13,01:00
KAINJI (HYDRO),347.0,4.0,2020,Dec,13,01:00
ODUKPANI NIPP (GAS),307.2,3.0,2020,Dec,13,01:00
OLORUNSOGO (GAS),123.8,4.0,2020,Dec,13,01:00
OMOTOSHO (GAS),122.8,4.0,2020,Dec,13,01:00
OMOTOSHO NIPP (GAS),105.9,1.0,2020,Dec,13,01:00
PARAS ENERGY (GAS),53.2,8.0,2020,Dec,13,01:00
RIVERS IPP (GAS),149.0,1.0,2020,Dec,13,01:00
SAPELE (STEAM),57.0,1.0,2020,Dec,13,01:00
SHIRORO (HYDRO),263.0,3.0,2020,Dec,13,01:00
TRANS-AMADI (GAS),93.1,4.0,2020,Dec,13,01:00
