sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),100.0,2.0,2020,Jan,28,11:00
AFAM VI (GAS/STEAM),222.0,4.0,2020,Jan,28,11:00
AZURA-EDO IPP (GAS),375.0,3.0,2020,Jan,28,11:00
DELTA (GAS),226.0,5.0,2020,Jan,28,11:00
EGBIN (STEAM),521.0,3.0,2020,Jan,28,11:00
GEREGU (GAS),117.0,1.0,2020,Jan,28,11:00
GEREGU NIPP (GAS),114.0,1.0,2020,Jan,28,11:00
JEBBA (HYDRO),323.0,4.0,2020,Jan,28,11:00
KAINJI (HYDRO),295.0,4.0,2020,Jan,28,11:00
ODUKPANI NIPP (GAS),323.7,4.0,2020,Jan,28,11:00
OMOTOSHO (GAS),102.4,3.0,2020,Jan,28,11:00
PARAS ENERGY (GAS),85.5,10.0,2020,Jan,28,11:00
RIVERS IPP (GAS),134.0,1.0,2020,Jan,28,11:00
SHIRORO (HYDRO),277.0,2.0,2020,Jan,28,11:00
