sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2021,Oct,13,19:30
AZURA-EDO IPP (GAS),432.0,3.0,2021,Oct,13,19:30
GEREGU (GAS),212.0,2.0,2021,Oct,13,19:30
GEREGU NIPP (GAS),135.0,1.0,2021,Oct,13,19:30
JEBBA (HYDRO),448.0,5.0,2021,Oct,13,19:30
ODUKPANI NIPP (GAS),325.5,3.0,2021,Oct,13,19:30
OLORUNSOGO (GAS),171.7,1.0,2021,Oct,13,19:30
OMOKU (GAS),47.2,3.0,2021,Oct,13,19:30
OMOTOSHO (GAS),144.1,5.0,2021,Oct,13,19:30
RIVERS IPP (GAS),153.0,1.0,2021,Oct,13,19:30
SAPELE (STEAM),43.0,1.0,2021,Oct,13,19:30
SHIRORO (HYDRO),440.0,3.0,2021,Oct,13,19:30
TRANS-AMADI (GAS),93.9,4.0,2021,Oct,13,19:30
