sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),240.0,4.0,2020,Jul,16,02:00
AZURA-EDO IPP (GAS),325.0,3.0,2020,Jul,16,02:00
DELTA (GAS),323.0,9.0,2020,Jul,16,02:00
EGBIN (STEAM),400.0,3.0,2020,Jul,16,02:00
GEREGU (GAS),160.0,2.0,2020,Jul,16,02:00
GEREGU NIPP (GAS),60.0,1.0,2020,Jul,16,02:00
IHOVBOR NIPP (GAS),72.2,1.0,2020,Jul,16,02:00
JEBBA (HYDRO),226.0,3.0,2020,Jul,16,02:00
KAINJI (HYDRO),126.0,3.0,2020,Jul,16,02:00
ODUKPANI NIPP (GAS),230.9,3.0,2020,Jul,16,02:00
OMOKU (GAS),82.2,6.0,2020,Jul,16,02:00
OMOTOSHO (GAS),76.9,3.0,2020,Jul,16,02:00
PARAS ENERGY (GAS),49.2,8.0,2020,Jul,16,02:00
RIVERS IPP (GAS),110.0,1.0,2020,Jul,16,02:00
SHIRORO (HYDRO),251.0,3.0,2020,Jul,16,02:00
TRANS-AMADI (GAS),41.4,4.0,2020,Jul,16,02:00
