sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),120.0,2.0,2021,Jul,3,21:45
AZURA-EDO IPP (GAS),429.0,3.0,2021,Jul,3,21:45
DELTA (GAS),0.0,1.0,2021,Jul,3,21:45
EGBIN (STEAM),555.0,3.0,2021,Jul,3,21:45
JEBBA (HYDRO),316.0,4.0,2021,Jul,3,21:45
ODUKPANI NIPP (GAS),217.3,2.0,2021,Jul,3,21:45
OLORUNSOGO (GAS),63.8,1.0,2021,Jul,3,21:45
OMOKU (GAS),41.3,2.0,2021,Jul,3,21:45
OMOTOSHO (GAS),50.7,2.0,2021,Jul,3,21:45
PARAS ENERGY (GAS),54.07,1.0,2021,Jul,3,21:45
SAPELE (STEAM),51.0,1.0,2021,Jul,3,21:45
SHIRORO (HYDRO),246.0,2.0,2021,Jul,3,21:45
TRANS-AMADI (GAS),66.9,4.0,2021,Jul,3,21:45
