unit,num,sector,year,month,day,hour
1,62.00,AFAM IV &amp; V (GAS),2018,Jan,2,01:00
4,568.00,EGBIN (STEAM),2018,Jan,2,01:00
1,92.00,GEREGU NIPP (GAS),2018,Jan,2,01:00
1,84.40,IHOVBOR NIPP (GAS),2018,Jan,2,01:00
1,104.50,OLORUNSOGO NIPP (GAS),2018,Jan,2,01:00
1,90.00,OMOTOSHO NIPP (GAS),2018,Jan,2,01:00
