sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2020,Jul,5,22:00
ALAOJI NIPP (GAS),113.8,1.0,2020,Jul,5,22:00
AZURA-EDO IPP (GAS),375.0,3.0,2020,Jul,5,22:00
DELTA (GAS),371.0,9.0,2020,Jul,5,22:00
GEREGU (GAS),250.0,2.0,2020,Jul,5,22:00
GEREGU NIPP (GAS),116.0,1.0,2020,Jul,5,22:00
IBOM POWER (GAS),103.2,1.0,2020,Jul,5,22:00
IHOVBOR NIPP (GAS),71.8,1.0,2020,Jul,5,22:00
JEBBA (HYDRO),300.0,4.0,2020,Jul,5,22:00
KAINJI (HYDRO),162.0,3.0,2020,Jul,5,22:00
OMOTOSHO (GAS),128.7,5.0,2020,Jul,5,22:00
OMOTOSHO NIPP (GAS),93.5,1.0,2020,Jul,5,22:00
PARAS ENERGY (GAS),50.0,8.0,2020,Jul,5,22:00
RIVERS IPP (GAS),142.0,1.0,2020,Jul,5,22:00
SAPELE (STEAM),61.0,1.0,2020,Jul,5,22:00
