sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),100.0,2.0,2020,Jan,12,20:00
AZURA-EDO IPP (GAS),290.0,3.0,2020,Jan,12,20:00
DELTA (GAS),306.0,8.0,2020,Jan,12,20:00
EGBIN (STEAM),516.0,4.0,2020,Jan,12,20:00
GEREGU (GAS),407.0,3.0,2020,Jan,12,20:00
GEREGU NIPP (GAS),80.0,1.0,2020,Jan,12,20:00
JEBBA (HYDRO),417.0,5.0,2020,Jan,12,20:00
KAINJI (HYDRO),381.0,4.0,2020,Jan,12,20:00
ODUKPANI NIPP (GAS),326.6,3.0,2020,Jan,12,20:00
OLORUNSOGO (GAS),131.3,4.0,2020,Jan,12,20:00
OMOTOSHO (GAS),63.4,2.0,2020,Jan,12,20:00
OMOTOSHO NIPP (GAS),106.9,1.0,2020,Jan,12,20:00
PARAS ENERGY (GAS),33.9,5.0,2020,Jan,12,20:00
SAPELE (STEAM),55.0,1.0,2020,Jan,12,20:00
