sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),217.0,4.0,2020,Sep,21,03:00
AZURA-EDO IPP (GAS),327.0,3.0,2020,Sep,21,03:00
DELTA (GAS),200.0,9.0,2020,Sep,21,03:00
EGBIN (STEAM),323.0,4.0,2020,Sep,21,03:00
GEREGU NIPP (GAS),0.0,1.0,2020,Sep,21,03:00
JEBBA (HYDRO),298.0,4.0,2020,Sep,21,03:00
KAINJI (HYDRO),158.0,3.0,2020,Sep,21,03:00
ODUKPANI NIPP (GAS),144.4,2.0,2020,Sep,21,03:00
OLORUNSOGO (GAS),129.3,5.0,2020,Sep,21,03:00
OMOKU (GAS),29.3,3.0,2020,Sep,21,03:00
OMOTOSHO (GAS),132.5,5.0,2020,Sep,21,03:00
OMOTOSHO NIPP (GAS),77.0,1.0,2020,Sep,21,03:00
PARAS ENERGY (GAS),46.8,8.0,2020,Sep,21,03:00
RIVERS IPP (GAS),50.0,1.0,2020,Sep,21,03:00
SAPELE (STEAM),37.0,1.0,2020,Sep,21,03:00
SAPELE NIPP (GAS),63.4,1.0,2020,Sep,21,03:00
SHIRORO (HYDRO),377.0,3.0,2020,Sep,21,03:00
TRANS-AMADI (GAS),41.9,4.0,2020,Sep,21,03:00
