date,mw,region
2003-12-12 0:00,10786,ОЭС СЕВ.ЗАПАДА
2003-12-12 1:00,10603,ОЭС СЕВ.ЗАПАДА
2003-12-12 2:00,10532,ОЭС СЕВ.ЗАПАДА
2003-12-12 3:00,10471,ОЭС СЕВ.ЗАПАДА
2003-12-12 4:00,10468,ОЭС СЕВ.ЗАПАДА
2003-12-12 5:00,10468,ОЭС СЕВ.ЗАПАДА
2003-12-12 6:00,10476,ОЭС СЕВ.ЗАПАДА
2003-12-12 7:00,10588,ОЭС СЕВ.ЗАПАДА
2003-12-12 8:00,10616,ОЭС СЕВ.ЗАПАДА
2003-12-12 9:00,10766,ОЭС СЕВ.ЗАПАДА
2003-12-12 10:00,10809,ОЭС СЕВ.ЗАПАДА
2003-12-12 11:00,10853,ОЭС СЕВ.ЗАПАДА
2003-12-12 12:00,10896,ОЭС СЕВ.ЗАПАДА
2003-12-12 13:00,10957,ОЭС СЕВ.ЗАПАДА
2003-12-12 14:00,11008,ОЭС СЕВ.ЗАПАДА
2003-12-12 15:00,11048,ОЭС СЕВ.ЗАПАДА
2003-12-12 16:00,11036,ОЭС СЕВ.ЗАПАДА
2003-12-12 17:00,11307,ОЭС СЕВ.ЗАПАДА
2003-12-12 18:00,11311,ОЭС СЕВ.ЗАПАДА
2003-12-12 19:00,11291,ОЭС СЕВ.ЗАПАДА
2003-12-12 20:00,11082,ОЭС СЕВ.ЗАПАДА
2003-12-12 21:00,11059,ОЭС СЕВ.ЗАПАДА
2003-12-12 22:00,10875,ОЭС СЕВ.ЗАПАДА
2003-12-12 23:00,10759,ОЭС СЕВ.ЗАПАДА
