datetime,Coal,region,Wind,Hydro,Solar,Other,Nuclear,Natural gas
2019-06-01 00:00:00,11676,TEX,4321,128,376,32,5039,33064
2019-06-01 01:00:00,11936,TEX,4724,102,121,32,5040,30734
2019-06-01 02:00:00,12003,TEX,5621,99,12,28,5041,28149
2019-06-01 03:00:00,10976,TEX,7442,99,0,26,5040,26100
2019-06-01 04:00:00,9995,TEX,8357,99,0,24,5041,23500
2019-06-01 05:00:00,9081,TEX,8813,99,0,20,5042,20707
2019-06-01 06:00:00,7640,TEX,9362,99,0,20,5042,17995
2019-06-01 07:00:00,6624,TEX,9003,99,0,23,5042,17074
2019-06-01 08:00:00,6315,TEX,7761,99,0,25,5042,16761
2019-06-01 09:00:00,6121,TEX,7162,99,0,23,5043,16434
2019-06-01 10:00:00,5851,TEX,7188,99,0,26,5043,16215
2019-06-01 11:00:00,6286,TEX,6451,99,0,25,5043,16576
2019-06-01 12:00:00,6754,TEX,5956,135,0,26,5044,16897
2019-06-01 13:00:00,7525,TEX,4897,216,167,24,5044,18105
2019-06-01 14:00:00,9212,TEX,3460,242,843,30,5044,20128
2019-06-01 15:00:00,10411,TEX,4062,236,1006,26,5044,22316
2019-06-01 16:00:00,11489,TEX,4301,234,1071,27,5044,24834
2019-06-01 17:00:00,12020,TEX,3969,198,1277,26,5045,28073
2019-06-01 18:00:00,12232,TEX,3866,199,1501,29,5042,30511
2019-06-01 19:00:00,12332,TEX,3860,234,1481,36,5041,32841
2019-06-01 20:00:00,12580,TEX,4430,260,1468,31,5035,33870
2019-06-01 21:00:00,12877,TEX,6432,260,1450,27,5025,32879
2019-06-01 22:00:00,12858,TEX,8141,259,1360,26,5021,31711
2019-06-01 23:00:00,12744,TEX,9471,229,1185,28,5019,29914
2019-06-02 00:00:00,12076,TEX,10344,175,407,24,5018,28378
2019-06-02 01:00:00,11374,TEX,10251,101,187,22,5018,26727
2019-06-02 02:00:00,10934,TEX,10551,99,34,20,5020,24930
2019-06-02 03:00:00,10542,TEX,11383,99,0,19,5019,22916
2019-06-02 04:00:00,9414,TEX,11647,99,0,19,5019,21064
2019-06-02 05:00:00,8074,TEX,11853,99,0,17,5021,19038
2019-06-02 06:00:00,7181,TEX,11512,99,0,17,5023,17088
2019-06-02 07:00:00,6709,TEX,9903,99,0,17,5025,16813
2019-06-02 08:00:00,6314,TEX,8926,99,0,13,5026,16309
2019-06-02 09:00:00,6156,TEX,8517,99,0,14,5027,15913
2019-06-02 10:00:00,6221,TEX,7106,99,0,13,5029,16357
2019-06-02 11:00:00,6339,TEX,6737,99,0,13,5031,16514
2019-06-02 12:00:00,6228,TEX,6859,134,1,13,5033,16157
2019-06-02 13:00:00,6694,TEX,6112,188,120,15,5034,17094
2019-06-02 14:00:00,7790,TEX,5252,216,501,23,5036,18850
2019-06-02 15:00:00,9283,TEX,4497,234,602,21,5036,21116
2019-06-02 16:00:00,9701,TEX,5200,234,672,18,5037,23050
2019-06-02 17:00:00,10475,TEX,5535,198,962,16,5035,24962
2019-06-02 18:00:00,11086,TEX,5551,198,1029,17,5034,26915
2019-06-02 19:00:00,11512,TEX,5218,233,1081,24,5030,29364
2019-06-02 20:00:00,11772,TEX,4214,258,1272,25,5026,31925
2019-06-02 21:00:00,12109,TEX,4150,259,1195,26,5022,33382
2019-06-02 22:00:00,12321,TEX,4838,259,1060,24,5017,33747
2019-06-02 23:00:00,12326,TEX,5490,257,799,24,5016,33798
2019-06-03 00:00:00,12274,TEX,6701,223,432,27,5015,32601
2019-06-03 01:00:00,12157,TEX,6935,189,136,25,5015,31124
2019-06-03 02:00:00,12258,TEX,7464,160,6,26,5014,29051
2019-06-03 03:00:00,12076,TEX,7534,142,0,25,5015,27471
2019-06-03 04:00:00,11728,TEX,7130,142,0,16,5016,25055
2019-06-03 05:00:00,11296,TEX,6754,170,0,16,5017,21938
2019-06-03 06:00:00,10334,TEX,7165,189,0,11,5019,19174
2019-06-03 07:00:00,8162,TEX,8485,189,0,12,5020,17564
2019-06-03 08:00:00,6823,TEX,9072,189,0,11,5022,16838
2019-06-03 09:00:00,7099,TEX,7121,190,0,12,5023,17347
2019-06-03 10:00:00,8572,TEX,4238,189,0,12,5025,18796
2019-06-03 11:00:00,10414,TEX,2458,185,0,11,5025,19932
2019-06-03 12:00:00,11360,TEX,2779,163,0,15,5025,20471
2019-06-03 13:00:00,11994,TEX,2696,142,51,22,5028,21781
2019-06-03 14:00:00,12045,TEX,2479,143,309,28,5029,24278
2019-06-03 15:00:00,12164,TEX,2273,142,717,27,5030,26909
2019-06-03 16:00:00,12226,TEX,2463,186,947,33,5030,30173
2019-06-03 17:00:00,12000,TEX,3408,151,1271,30,5029,32549
2019-06-03 18:00:00,12264,TEX,4793,151,1415,26,5028,33625
2019-06-03 19:00:00,12353,TEX,6269,186,1320,33,5027,34714
2019-06-03 20:00:00,12250,TEX,7294,210,1275,29,5024,35940
2019-06-03 21:00:00,12289,TEX,8132,213,1223,30,5021,36447
