datetime,Coal,region,Wind,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2019-06-01 00:00:00,21432,MIDA,1170,1956,5,1370,231,32903,43464
2019-06-01 01:00:00,21458,MIDA,1430,1707,5,1074,194,32806,41486
2019-06-01 02:00:00,19914,MIDA,2104,1421,5,1053,198,32184,37931
2019-06-01 03:00:00,19349,MIDA,2594,1419,5,712,199,31355,35146
2019-06-01 04:00:00,17972,MIDA,2116,1269,5,717,189,32982,32805
2019-06-01 05:00:00,15901,MIDA,2377,1459,5,671,200,30611,25205
2019-06-01 06:00:00,15051,MIDA,2572,1420,5,674,204,30433,24969
2019-06-01 07:00:00,13369,MIDA,2851,1467,5,653,208,30442,24853
2019-06-01 08:00:00,12687,MIDA,2700,1479,5,685,212,30334,24576
2019-06-01 09:00:00,12959,MIDA,3098,1444,5,701,211,30291,25852
2019-06-01 10:00:00,13273,MIDA,2919,1461,12,687,211,30361,26203
2019-06-01 11:00:00,13665,MIDA,2788,1450,167,725,218,30385,27319
2019-06-01 12:00:00,15705,MIDA,2447,1476,299,836,214,30334,29546
2019-06-01 13:00:00,16985,MIDA,2111,1480,642,973,205,30345,31875
2019-06-01 14:00:00,17174,MIDA,1967,1464,710,1383,203,30352,32901
2019-06-01 15:00:00,18739,MIDA,1994,1833,904,1391,201,30376,35052
2019-06-01 16:00:00,19490,MIDA,2002,3051,958,1382,201,30387,35830
2019-06-01 17:00:00,19888,MIDA,2496,3191,928,1403,204,30543,37641
2019-06-01 18:00:00,19796,MIDA,3128,4358,909,1416,205,30607,38008
2019-06-01 19:00:00,20038,MIDA,3595,5988,816,1412,202,30818,38820
2019-06-01 20:00:00,19771,MIDA,3711,5934,676,1415,200,30927,40524
2019-06-01 21:00:00,20012,MIDA,3962,5780,688,1417,197,31042,40858
2019-06-01 22:00:00,19988,MIDA,4208,4734,405,1405,197,31081,40470
2019-06-01 23:00:00,19749,MIDA,3389,3917,101,1408,193,31103,39516
2019-06-02 00:00:00,19470,MIDA,2834,2450,5,1431,194,31176,38911
2019-06-02 01:00:00,19056,MIDA,3110,1818,5,1426,193,31178,37835
2019-06-02 02:00:00,19356,MIDA,2523,1626,5,1072,196,30788,34342
2019-06-02 03:00:00,18477,MIDA,1606,1401,5,680,197,30535,31238
2019-06-02 04:00:00,17647,MIDA,2614,1429,5,671,199,31077,26943
2019-06-02 05:00:00,16169,MIDA,983,1325,5,613,202,30677,24838
